TOPIK,Username_Posting_Owner,Link_Post_IG,Username_Komentar,Isi_Komentar,Sentimen
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,ceoofboredd,"rest in peace, telah wafatnya demokrasi di negaea tercinta kita ini. gini caranya mah udah harus dikudeta sih presidennya, udah gabisa kaya gini lama kelamaan rakyat terdesak banget sama kebijakan pemerintah",-1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,anggaprasta,Cari tuh Harun Masuki...si yakult yg KORUP ... Ada² aja ah,-1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,adikurwn,😂,-1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,johny_grim,"Terus mau diapain pak? Mau dipenjara? Mau disiksa? Mau dibunuh? Mau di “sukabumi” kan? Artinya bapak-bapak ini justru makin memperkuat kesan “Indonesia Gelap” nya dong, kalau jadi semakin anti kritik? Emang gak bisa gitu ya, dengerin rakyat maunya apa (rakyat ya, bukan partai, bukan dpr)? @puspentni",-1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,dheny_cipta,Geopolitik udh kayak gini masih ngurus begituan 😢,-1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,hilwa.zzii,buat apa pak?? mau bkin laut bercerita pt.2 ??,-1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,akbarstrike,"Lebih penting siapa, daripada kenapa ta?",-1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,amrrkobongg,"Saya salah satu orator aksi di daerah pak, saya juga salah satu yang mengkonsolidasikan aksi kemarin di daerah.",0
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,zone036,"Ketika rakyat masih berjuang mencari kerja, kok tiba2 TNI aktif dpt jabatan lain diluar intitusi TNI.. ranah sipil lg..🤣🤣🤣",-1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,robifrananda,🤣🤣🤣,-1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,nisattas,Delusional nggak kelar2.. Dikritik bukan instrospeksi malah balik nyerang.. 👏👏👏 Hebat!!,-1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,alvnstawn,Aneh,-1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,ghofaralhajiz,laaah 😮,-1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,casaagnezia,Militer vs sipil. Welcome to Myanmar 2.0 dikuasai Junta Militer. . .,-1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,tikoberlin,Makin gelap🗿,-1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,mohammed_fiqr,Berharap apa lulusan SMA di persenjatai? Harusnya untuk menjadi TNI/ POLISI minimal berpendidilam minimal S1 agar bisa berpikir sebelum bertindak🤣,-1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,a.nugrah.__,"Teruslah membusuk, sehingga semuanya akan terurai dan akan berubah menjadi makanan yg bergizi sehingga tumbuhlah peradaban yang harum dan jauh lebih baik",1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,nooooooooooval,Lah🗿,-1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,anggawijayaaaaa_,Negara komunis apa republik ni gan ?,-1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,raenovaldy,TNI ANTI KRITIK... MENING PERSIAPAN JAGA JAGA KONDISI DUNIA LAGI GA BAIK BAIK AJA LOH,-1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,gdsuta,Jaya jaya jaya 🔥,1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,aday_robi,Ini negara demokrasi kan? Bukan negara komunis?,-1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,maulana.rumi14,"Gamau protes ahhhh takut,,, toh gue juga ga milih genap kemarin wkwkwk..🤣",-1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,agussuga02,"Yang diurusi masalah sepele, kira-kira sudah siap gak kalau terjadi perang. Iran sudah menyerang pangkalan Amerika di Qatar.",-1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,sgt_pr_07,"Wkwkw.. Pantes kita ga maju2, org luar dah rudal antar benua, kita masih kembang api wkwkw",-1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,nabiel_ahmad99,???,-1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,maastian,Kok isooooo,-1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,yanuarizp,#TolakRUUTNI #INDONESIAGELAP,-1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,odiexwibawa,"Sebelah pak,🤣",-1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,bobnugh,"Katanya negara demokrasi, kena kritik gini aja langsung sensi. Ada kritik itu mbok berbenah, bukan nyari dalang. 🗿",-1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,almirarahmani_,Kirain sejak 98 TNI sibuk inovasi teknologi militer ternyata masih sibuk nangkepin rakyat sendiri 😂🤣,-1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,holacomprender_,"Wujud asli tumpul ke atas tajam kebawah, anti kritik kah anda bukannya introspeksi diri malah mau buru rakyat yang tak sepaham, anda digaji oleh pajak rakyat jangan semena2, benar kata orang China Indonesia nunggu hancur oleh bangsa sendiri @puspentni",-1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,rabiah_syahri,dah ga kaget lagi,1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,sinarmiranda,IJO : indonesiaa Terang bgni di katain gelap. liattt gak ni gaji kami naekkkk dan jabatan dapet ke semua penjuru 🔥 gelap endasmu!,-1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,ambarizky,Lha aneh 💩,-1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,ade_dehh,😮😮😮,-1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,azmii__11,Buset buset,-1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,bung_dud,Mau jadi negara otoriter militeristik? #indonesiagelap #indonesiadarurat,-1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,sayamerupakan,Wuihhh lepas dulu itu beceng sama senjata lain 😂. Bisa ga pajak gua ga masuk dana ke tni? @smindrawati gua mau dong ada opsi pajak dialirkan dananya kemana aja. Kaya ga sudi gua bayar pajak buat tni,-1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,abda.mrdhtllh,Yg kata nya militer terkuat di dunia tp sibuk ngurusin kritik 🗿,-1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,dikrigifari,Bukan nya urus pertahanan negara😅,-1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,sibagil,Institusi lo gelap,-1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,yankbacht,😂😂😂🤣🤣🤣🤣,-1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,intanaugust17,Dih,0
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,fatfatfruit.sby,Di luar america vs iran di sini pemerintah vs rakyat sipil,-1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,dhdysptr_j,😂😂😂,-1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,selga_panesthy,Mana dimana,-1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,hadriarso,Coba presidennya sipil ?,-1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,mahalkita_shiel,"Urus noh perbatasan, urus juga pagar laut dan aset2 miilik Indonesia yang di 'caplok' ama asing! bukan ngurus yang beginian!",-1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,den.ramadhan0124,lah,0
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,rachpras,Rakyat dianggap musuh gitu ya?,-1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,wedwedwed,Ngaca pack ngaca 🤣🤣,-1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,ardiansaptaa,Bukan nya instropeksi malah tantrum 😅.,-1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,oppofar_far_,Lucuuu😂😂,-1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,supershadows88,Bukan mencari solusi tp mencari kambing hitam,-1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,whiteheathaster,"World War 3 kita gakan bisa survive, lah TNI nya aja sibuk nyari kursi 😭🫵🏻
LAWAK",-1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,d4eg4l.jpg,apani??? dwifungsi abri beneran sah?,-1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,mhd.rio_stivany,"Negeri mudharat, rakyat ingin mengkritik gak boleh 🗿",-1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,vegalagi,NDASMU!,-1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,mr.satrio_pd,Ohh anti kritik 👏,-1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,fahmiwahydn,Makin kesini makin gajelas ni negara 😅,-1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,aulternative,Ko to the cak.,-1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,ewarih,Mending ikut perang bantu iran sana loh pak.,-1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,ditaputrii,"Pak urusin aja itu pasukan bapak, kita kalo diserang cuma tahan 4 jam doang ini, jgn sampe solusinya nyuruh kita sabar🤣",-1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,by.nurulsnh,"TNI emang gabut si, mau perang lawan negara luar ga mampu..
Perang aja sama masyarakat sendiri 🔥",-1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,artayasaiwayan,😂😂😂 kocak,-1
Tentara Nasional Indonesia (TNI) berniat menelusuri dalang atau aktor di balik petisi soal RUU TNI dan isu Indonesia Gelap.  Hal ini disampaikan Kepal...,tempodotco,https://www.instagram.com/p/DLPF7LDs29b/,ttn_snj,"Polisi sudah g ada harga diri di masyarakat,TNI mau ikutan?",-1
